NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
ESSEX PROPERTY TST.,US2971781057,,,,,,,,,,28.8,28.41,22.65,26.12,28.83,27.57,28.14,35.59,43.4,52.65,72.42,64.92,70.23,66.46,64.47,69.53
EVERGY,US30034W1062,,,,,,,,,,,27.76,20.11,26.65,21.24,21.02,19.85,19.7,23.1,31.63,43.49,45.76,51.47,67.08,70.49,65.61
EVERSOURCE ENERGY,US30040W1080,,,,,,,,,,49.34,53.07,69.61,62.87,61.5,56.78,52.97,59.9,66.43,65.13,70.37,73.86,74.52,72.51,71.24,79.66
EXELON,US30161N1019,,,,41.41,45.62,63.02,54.66,58.04,55.49,57.42,68.1,66.1,68.25,60.03,68.22,64.62,63.63,65.78,67.66,60.12,63.41,54.8,54.43,62.37,55.95
EXPEDIA GROUP,US30212P3038,,,,,,,5.1,6.89,7.13,11.41,7.4,11.45,8.66,9.91,12.59,14.45,14.68,15.55,25.27,29.37,26.49,40.95,39.46,51.03,
EXPEDITORS INTL.OF WASH. A,US3021301094,,,,,,17.19,12.56,14.35,17.69,23.64,25.41,33.02,36.08,34.91,32.06,35.85,49.49,57.65,56.19,55.96,54.26,54.04,59.12,60.76,
EXXON MOBIL,US30231G1022,,,,47.49,54.71,47.79,69.78,75.05,67.74,72.63,80.25,85.64,85.46,82.23,80.42,74.72,83.54,74.8,77.16,74.77,82.24,83.27,72.61,70.6,
FMC,US3024913036,,,,27.62,20.68,14.02,42.99,53.41,41.13,32.51,31.27,37.06,43.52,42.15,42.97,43.7,48.95,63.64,61.02,64.36,66.08,70.51,78.52,81.77,
FTI CONSULTING,US3029411093,,,,,,,,,,17.63,25.26,28.07,23.51,23.58,28.73,29.58,40.19,56.37,61.41,78.95,74.82,78.61,77.01,79.38,
FACTSET RESEARCH SYS.,US3030751057,,,,,,,,,,,26.12,21.69,27.04,27.18,25.36,34.95,33.29,45.08,61.6,54.57,61.85,68.07,67.92,71.89,68.08
FASTENAL,US3119001044,,,,,,12.35,10.57,16.37,14.45,20.98,19.96,24.04,21.72,24.91,33.11,32.81,38.12,34.56,37.46,33.57,40.56,37.29,46.19,56.42,
FEDERAL REALTY INV.TST.,US3137451015,,,,,,37.28,37.2,34.16,33.49,32.67,49.54,47.31,45.25,42.2,37.47,38.24,47.12,52.28,54.51,58.81,67.3,79.36,83.59,86.62,81.45
FEDERATED HERMES B,US3142111034,,,,11.82,9.13,11.65,23.6,28.39,21.01,19.29,19.58,19.22,16.56,17.7,17.88,19.31,21.72,20.31,22.69,23.53,22.03,28.88,28.0,28.25,
FEDEX,US31428X1063,,,,15.87,21.51,18.5,31.76,32.62,40.54,57.11,62.84,66.03,66.7,63.23,70.28,72.56,76.74,77.21,81.09,76.91,77.37,70.45,73.86,70.19,71.32
F5,US3156161024,,,,,,,,,,,26.1,29.16,35.71,36.7,40.21,48.54,39.13,46.22,52.46,61.02,66.22,73.2,76.05,69.6,67.97
FIDELITY NAT.INFO.SVS.,US31620M1062,,,,,,,,16.77,27.65,39.08,27.78,24.85,40.03,37.22,39.78,37.63,30.31,29.07,44.14,58.57,63.61,61.28,64.46,57.3,64.77
FIDELITY NAT.FINANCIAL,US31620R3030,,,,,,,29.75,23.23,24.74,23.26,23.37,20.06,18.7,21.43,18.48,18.27,22.11,26.46,32.25,35.01,39.88,48.11,46.99,45.68,47.36
FIFTH THIRD BANCORP,US3167731005,,,,,40.95,56.07,38.28,31.27,40.45,50.66,52.79,58.63,53.2,51.03,43.92,55.41,51.11,58.28,64.56,65.69,72.71,77.91,76.02,68.33,70.57
FIRST CTZN.BCSH.A,US31946M1036,,,,,,,,,,15.38,19.39,27.9,22.01,18.79,18.24,18.85,23.94,18.93,22.31,24.0,30.35,22.42,26.66,22.53,19.59
FIRST HORIZON,US3205171057,,,,45.51,27.4,49.41,49.73,32.4,36.93,40.85,32.37,39.39,37.8,36.57,41.97,46.29,55.75,56.39,52.43,57.86,56.16,51.24,56.03,53.41,59.03
FISERV,US3377381088,,,,10.59,17.21,13.35,13.29,24.16,17.1,17.33,11.54,14.53,14.9,15.71,15.15,21.33,29.0,24.88,30.35,30.82,25.11,35.11,55.73,59.07,52.74
FIRSTENERGY,US3379321074,,,,23.0,12.56,30.42,38.13,36.61,39.11,54.15,53.94,52.03,55.54,51.77,50.81,42.12,41.26,41.31,53.79,58.76,68.8,72.24,62.73,61.84,61.94
FLUOR,US3434121022,,,,11.02,14.01,10.63,22.21,33.61,37.77,70.73,74.03,69.47,67.91,66.86,68.26,65.88,67.26,66.59,63.57,64.64,64.22,62.13,67.81,75.12,73.93
FLOWSERVE,US34354P1057,,,,,,,,,47.25,48.57,35.02,46.31,52.18,49.83,54.2,57.34,62.77,59.94,64.81,72.45,75.56,87.08,83.88,80.82,76.43
FOOT LOCKER,US3448491049,,,,,,25.14,26.95,22.81,34.97,32.43,28.59,29.05,21.27,22.28,22.33,38.5,30.01,36.37,40.99,45.48,43.79,56.24,54.64,50.6,53.11
FORD MOTOR,US3453708600,,,,,,,63.96,62.81,74.47,83.03,75.8,75.63,75.58,72.76,73.51,71.8,79.06,78.32,78.41,82.77,80.56,76.35,76.39,73.93,
FRANKLIN RESOURCES,US3546131018,,,,,,,27.03,55.05,52.45,50.58,33.88,49.92,44.89,48.08,44.96,38.09,48.14,48.91,58.19,58.73,54.89,55.89,52.08,47.72,
FREEPORT-MCMORAN,US35671D8570,,,,24.22,12.44,16.38,33.83,52.94,59.56,78.35,84.8,84.36,86.28,81.71,78.79,80.97,80.81,87.1,83.82,84.06,82.91,81.91,81.0,82.02,77.07
FRONTIER COMMUNICATIONS PARENT,US35909D1090,,,,27.72,20.55,25.5,15.98,22.75,27.88,22.88,32.81,35.37,38.31,36.03,32.08,36.7,35.47,38.08,38.32,36.68,28.37,26.11,33.67,36.38,39.6
FULTON FINANCIAL,US3602711000,,,,,,,,,,,40.9,22.78,45.59,36.31,39.09,34.19,40.87,41.86,45.27,37.97,35.22,33.99,42.58,44.38,57.16
GATX,US3614481030,,,,,,,,,,43.46,46.46,47.2,49.94,46.5,46.24,37.1,41.27,44.58,46.67,54.75,53.41,50.58,48.7,43.34,48.8
ARTHUR J GALLAGHER,US3635761097,,,,,,,,,,45.74,42.28,47.54,45.95,50.72,50.03,51.5,51.95,52.53,59.46,50.25,53.58,52.87,52.53,50.59,
GAMESTOP 'A',US36467W1099,,,,,,,25.99,30.61,17.84,26.68,38.22,42.54,34.47,26.12,29.32,34.84,43.66,47.78,49.28,46.39,41.31,28.09,25.61,15.21,18.63
GAP,US3647601083,,,,,,,71.2,58.49,75.32,74.39,83.93,79.59,84.86,85.12,85.5,85.43,92.09,87.76,91.08,89.01,88.18,88.21,84.81,77.7,
GENERAL DYNAMICS,US3695501086,,,,42.04,36.82,41.03,26.85,33.86,42.5,36.48,35.29,36.95,46.08,37.15,40.18,51.85,56.21,58.16,62.38,56.22,63.28,57.65,66.23,69.47,64.41
GENERAL MILLS,US3703341046,,,,34.25,39.61,47.44,53.87,54.77,68.6,73.48,74.95,84.19,84.25,84.95,81.31,73.4,70.97,73.68,74.96,76.57,75.0,73.89,75.14,77.66,
GENERAL MOTORS,US37045V1008,,,,,,,,,,,,34.04,39.37,51.62,54.34,59.19,72.05,84.94,88.98,85.92,81.77,75.51,78.57,78.23,
GENTEX,US3719011096,,,,,,,,,,10.62,17.18,21.11,23.28,33.32,32.89,38.74,42.71,48.75,52.01,51.49,52.35,51.45,49.66,49.85,46.06
GENUINE PARTS,US3724601055,,,,5.86,10.87,11.09,18.52,5.57,15.68,18.29,19.75,16.85,17.36,12.53,18.04,21.06,20.9,20.86,31.53,31.69,40.61,43.82,40.81,52.3,45.96
GENWORTH FINANCIAL,US37247D1063,,,,,,49.91,49.0,49.8,51.89,40.27,41.72,33.97,32.84,44.82,41.88,54.31,51.68,50.29,51.26,57.31,53.72,64.96,69.25,69.12,70.56
GILEAD SCIENCES,US3755581036,,,,,,,31.22,34.87,32.43,21.09,22.6,32.77,45.81,47.44,50.22,67.42,68.39,80.58,81.84,83.85,82.61,84.35,83.34,83.18,
GLOBAL PAYMENTS,US37940X1028,,,,,,,,,,,16.28,15.84,14.18,17.37,24.06,10.98,11.94,15.36,14.13,24.69,26.25,41.56,45.17,41.33,
GLOBE LIFE,US37959E1029,,,,17.51,22.15,23.81,31.03,34.9,22.34,24.19,22.87,19.86,29.95,23.48,30.84,33.5,42.07,42.66,48.15,49.18,52.02,46.06,60.5,61.42,54.93
GOLDMAN SACHS GP.,US38141G1040,,,,51.55,28.84,56.62,63.03,62.08,46.43,47.77,71.88,59.78,58.31,56.93,59.78,63.05,67.43,59.0,66.79,71.17,83.17,88.98,87.71,86.62,
GOODYEAR TIRE & RUB.,US3825501014,,,,26.1,22.7,28.89,11.83,23.51,43.87,51.62,50.34,53.8,56.39,59.08,56.07,52.03,52.9,53.03,53.36,60.52,56.81,57.06,68.78,68.29,
GRACO,US3841091040,,,,,,,,,,30.98,25.55,33.52,30.14,40.08,38.12,30.28,33.56,35.27,34.38,37.45,32.36,37.64,40.92,38.56,
GRAHAM HOLDINGS 'B',US3846371041,,,,,,24.43,21.58,22.85,22.48,19.33,19.21,14.77,23.11,23.85,23.41,23.65,30.23,26.66,30.88,24.88,23.22,26.69,23.94,19.24,19.59
WW GRAINGER,US3848021040,,,,18.5,19.58,22.69,23.44,34.5,34.22,46.68,52.06,50.51,43.71,42.78,57.72,52.11,58.96,57.88,60.44,72.34,74.26,76.72,76.06,75.77,71.48
GREENHILL & COMPANY DEAD - DELIST.01/12/23,US3952591044,,,,,,,,,,,37.39,30.24,34.72,32.92,36.87,32.01,36.88,37.46,37.31,38.64,40.13,40.45,48.05,45.9,
GREIF 'A',US3976241071,,,,,,,,,,,21.71,22.4,28.73,24.73,31.34,33.21,41.47,61.86,71.78,73.3,64.55,63.6,66.07,64.88,69.61
HP,US40434L1052,,,,49.46,49.33,63.22,82.42,87.41,84.14,80.72,71.35,79.29,76.41,72.92,73.21,71.95,70.41,73.62,77.02,79.99,78.31,79.39,79.25,76.97,77.12
HALLIBURTON,US4062161017,,,,42.95,38.82,33.45,54.09,78.37,75.36,73.28,64.24,68.73,74.26,75.19,71.61,68.39,76.68,77.18,78.37,84.43,86.87,91.61,88.25,86.37,82.62
HANESBRANDS,US4103451021,,,,,,,,34.07,46.99,52.54,46.39,55.72,52.97,53.06,51.38,57.58,62.63,62.47,66.56,65.63,73.07,74.83,68.46,72.18,
HANOVER INSURANCE GROUP,US4108671052,,,,,,,,,,49.3,47.78,47.35,45.08,43.81,39.73,44.98,43.85,41.64,42.83,47.15,50.52,56.42,59.8,64.62,
HARLEY-DAVIDSON,US4128221086,,,,,,,23.04,20.75,20.36,25.89,31.73,31.42,37.99,32.03,33.74,34.08,45.07,46.6,51.73,51.32,53.67,48.67,51.16,45.97,
ENVIRI,US4158641070,,,,,,36.68,33.82,32.23,38.33,38.49,25.13,29.81,34.01,16.67,23.6,21.38,30.56,37.94,38.34,52.6,63.95,65.84,67.53,57.52,60.6
HARTFORD FINL.SVS.GP.,US4165151048,,,,31.03,29.31,46.1,20.98,56.54,45.63,51.66,66.44,65.27,66.52,61.3,64.48,56.13,60.53,63.97,76.68,73.57,74.88,79.43,81.77,81.74,79.23
HASBRO,US4180561072,,,,21.81,17.48,25.41,30.98,25.76,57.72,55.31,56.71,65.29,75.7,77.36,72.71,78.38,84.53,85.66,88.17,80.99,79.76,77.44,81.78,80.48,
HAWAIIAN ELECTRIC INDS.,US4198701009,,,,,,,,,,37.78,43.07,40.16,37.63,27.8,35.58,38.49,45.49,44.29,49.67,46.46,52.01,54.9,56.9,57.43,55.91
HEALTHPEAK PROPERTIES,US42250P1030,,,,,,32.35,20.86,15.35,31.57,33.57,37.92,43.82,55.29,76.54,75.41,70.93,80.61,73.73,77.24,80.28,87.18,89.61,87.08,80.58,
HELIX ENERGY SLTN.GP.,US42330P1075,,,,,,,,,,13.27,18.97,34.39,27.1,16.25,16.39,19.26,20.48,25.29,16.78,18.99,31.68,27.63,47.55,66.72,62.17
HELMERICH & PAYNE,US4234521015,,,,,,,,,11.3,8.87,7.88,8.17,10.74,7.77,7.76,12.59,24.7,18.71,21.74,31.27,29.44,27.65,38.49,44.76,50.36
HERSHEY,US4278661081,,,,15.19,20.78,28.93,28.84,21.24,34.54,34.72,74.64,69.15,67.52,66.57,70.2,71.84,72.6,75.66,75.13,76.37,77.61,79.0,87.12,85.18,
HERTZ GLOBAL HLDGS,US42806J7000,,,,,,,,,,,,,,,,,23.45,33.76,31.1,33.08,53.05,50.64,53.16,51.76,41.32
HESS,US42809H1077,,,,13.9,23.09,27.66,30.03,52.1,67.88,68.4,70.65,69.4,73.63,70.45,70.74,74.74,77.26,71.12,75.69,76.31,79.67,77.19,75.35,73.14,
HIMAX TECHNOLOGIES ADR 1:2,US43289P1066,,,,,,,,,,,,,,,,,,,,,24.98,24.94,23.99,27.17,31.65
HOLOGIC,US4364401012,,,,,,,20.36,16.34,13.99,18.51,25.48,17.75,32.68,32.49,30.91,24.72,32.71,43.26,51.1,51.63,70.68,74.62,70.12,69.33,66.99
HOME DEPOT,US4370761029,,,,42.22,44.16,49.84,47.45,42.57,49.21,66.09,64.09,67.15,60.45,68.23,62.85,78.28,70.41,80.7,83.56,73.83,71.76,71.71,67.81,68.21,66.4
HONEYWELL INTL.,US4385161066,,,,23.91,34.29,40.06,39.46,40.97,45.18,47.27,37.94,49.96,62.53,64.72,68.14,53.52,63.33,66.66,70.07,73.41,73.46,77.58,78.18,75.9,
HORMEL FOODS,US4404521001,,,,,,,,,45.69,57.51,64.41,63.25,69.5,72.4,71.89,60.4,58.93,64.99,69.83,68.59,69.56,68.27,75.32,70.23,
HOST HOTELS & RESORTS REIT,US44107P1049,,,,,,37.85,36.04,34.25,40.46,39.67,27.24,65.31,63.71,67.94,69.47,70.92,76.19,80.99,78.28,86.0,88.98,83.7,85.99,85.03,
HUBBELL,US4435106079,,,,,,,,,,27.18,31.58,35.8,27.27,31.14,18.28,23.95,47.89,49.15,52.74,51.48,57.42,61.11,70.88,71.98,63.42
HUMANA,US4448591028,,,,30.36,27.39,59.85,50.37,52.4,52.82,59.96,58.96,53.71,62.71,59.46,59.85,78.73,85.42,84.19,85.46,86.27,86.91,88.61,74.95,70.64,71.07
HUNT JB TRANSPORT SVS.,US4456581077,,,,,,,,,,33.42,36.54,36.8,33.67,31.89,42.6,38.15,41.25,42.0,49.23,46.3,60.47,65.96,70.9,76.7,
HUNTINGTON BCSH.,US4461501045,,,,28.49,17.03,35.81,33.86,33.52,33.85,50.67,44.88,41.78,38.46,41.42,41.32,44.12,46.84,57.48,68.17,80.31,81.15,78.82,74.15,74.5,68.78
HUNTSMAN,US4470111075,,,,,,,,,43.2,38.08,42.38,38.8,40.54,41.38,44.37,52.99,60.61,51.95,61.3,61.65,68.95,76.73,74.3,77.32,
ITT,US45073V1089,,,,26.52,28.53,36.41,27.84,51.66,70.46,76.94,67.46,55.85,47.33,46.78,47.81,58.08,54.71,58.3,60.1,71.14,72.3,79.4,80.12,79.33,
IDEX,US45167R1041,,,,,,,,,,20.73,27.56,37.05,27.43,32.06,28.99,35.64,40.67,40.32,42.29,60.26,57.29,52.32,54.59,59.84,
IDEXX LABORATORIES,US45168D1046,,,,,,,,,,19.31,29.23,27.88,21.37,32.22,29.68,36.0,39.97,38.18,55.95,54.08,56.21,61.77,75.48,71.49,72.28
ILLINOIS TOOL WORKS,US4523081093,,,,20.7,23.83,22.09,14.19,22.77,37.22,35.97,27.51,43.29,49.16,44.33,48.37,40.02,45.32,45.15,47.89,47.08,52.19,67.88,69.13,64.47,62.18
ILLUMINA,US4523271090,,,,,,,,,,18.41,19.03,12.12,12.23,25.4,20.72,15.94,21.64,22.06,47.41,49.13,70.67,67.17,65.93,83.81,73.48
INTEL,US4581401001,,,,65.71,43.07,51.01,76.85,79.86,72.59,91.29,94.93,95.16,90.5,91.31,85.7,91.39,90.42,89.25,87.53,87.92,88.31,88.09,85.23,90.23,88.45
INTERCONTINENTAL EX.,US45866F1049,,,,,,,37.28,37.94,30.46,32.09,26.96,19.86,24.36,22.55,29.72,43.71,61.79,69.73,62.35,61.86,67.82,56.12,65.81,69.66,54.46
INTERNATIONAL BUS.MCHS.,US4592001014,,,,54.73,76.55,63.2,69.19,61.83,76.69,71.0,69.47,77.25,71.01,72.07,78.71,72.91,80.88,76.03,77.17,84.92,73.74,71.6,73.69,73.62,72.26
INTL.FLAVORS & FRAG.,US4595061015,,,,11.32,7.3,15.68,21.97,15.84,24.65,32.54,32.08,57.87,65.58,74.8,73.68,74.47,77.06,75.45,81.12,80.64,86.77,86.36,80.6,75.61,84.19
INTERNATIONAL PAPER,US4601461035,,,,,,,54.85,56.86,53.24,44.14,47.16,60.87,62.37,70.59,64.69,61.92,62.96,66.56,69.29,70.47,69.26,72.68,73.28,70.94,65.92
INTERPUBLIC GROUP,US4606901001,,,,25.69,34.07,40.77,30.05,26.91,32.12,41.51,42.07,51.78,56.1,56.91,53.7,54.97,61.75,58.23,60.51,68.09,61.08,68.49,65.83,82.61,
INTUIT,US4612021034,,,,39.46,31.75,39.68,38.81,37.52,38.59,33.76,46.33,51.09,71.8,62.18,64.31,69.93,72.84,77.75,79.18,87.14,80.22,78.03,74.03,82.13,80.05
INTUITIVE SURGICAL,US46120E6023,,,,,,,,,21.73,29.89,30.62,32.0,24.63,33.48,29.99,36.3,43.42,43.62,42.9,49.82,51.7,58.34,60.5,60.22,53.58
IRON MOUNTAIN,US46284V1017,,,,,,12.24,8.03,9.25,18.86,33.77,39.18,43.23,36.17,52.37,56.14,69.98,72.86,73.63,74.66,76.72,76.36,76.7,78.83,73.33,71.59
ITRON,US4657411066,,,,,,,,,,,44.06,59.91,54.72,59.55,57.1,52.3,60.97,62.58,66.49,76.55,74.86,75.11,75.07,73.14,74.55
JP MORGAN CHASE & CO.,US46625H1005,,,,34.47,25.99,33.81,33.69,37.46,77.8,73.24,78.38,63.31,66.48,72.66,71.38,71.37,77.84,81.52,82.34,80.03,83.92,85.56,82.85,78.42,77.82
JABIL,US4663131039,,,,30.61,31.75,29.98,25.88,33.85,38.84,38.52,57.33,53.98,44.0,48.75,51.61,48.09,59.06,65.32,68.08,67.47,70.62,68.68,66.09,72.86,65.81
JACOBS SOLUTIONS,US46982L1089,,,,,,19.29,17.17,16.53,24.98,31.03,47.09,51.21,67.17,66.99,61.65,62.13,55.76,60.74,62.31,61.33,65.43,79.42,81.15,77.58,72.85
JOHNSON & JOHNSON,US4781601046,,,,78.64,65.78,63.23,69.61,84.8,70.5,79.72,86.16,92.21,90.18,82.75,89.87,90.91,91.06,87.29,84.97,85.38,84.76,86.86,87.25,85.19,
JONES LANG LASALLE,US48020Q1076,,,,,,,,,,73.44,71.52,80.27,71.86,73.79,76.25,78.16,80.14,78.16,81.96,81.47,79.42,75.87,78.99,76.79,
JUNIPER NETWORKS,US48203R1041,,,,,,19.84,25.46,24.73,41.39,31.41,54.27,51.2,56.03,57.23,47.99,44.99,57.84,59.42,67.34,70.58,80.37,84.53,77.95,70.57,
KBR,US48242W1062,,,,,,,,,19.68,30.07,26.35,49.16,49.73,63.98,62.58,63.95,77.86,82.32,83.69,82.88,83.84,88.8,89.0,87.45,
KLA,US4824801009,,,,11.91,9.69,21.74,22.38,16.0,39.7,35.56,33.03,42.62,49.28,55.28,59.6,58.78,54.36,58.34,55.16,52.55,55.76,58.34,57.1,55.85,
KB HOME,US48666K1097,,,,5.99,12.32,23.22,7.15,21.26,47.3,47.65,44.55,49.32,47.11,44.43,44.12,41.39,54.68,50.6,56.41,60.04,63.23,72.96,73.86,65.83,
KELLANOVA,US4878361082,,,,14.23,8.9,13.31,26.11,22.61,58.13,67.97,60.4,64.29,67.78,69.6,70.94,70.98,72.36,76.8,77.45,80.89,83.69,83.71,80.53,79.48,
KENNAMETAL,US4891701009,,,,,,,,,,,25.1,27.87,34.93,31.55,35.55,39.11,32.68,28.71,28.46,28.52,33.65,48.66,54.94,57.45,59.25
KEYCORP,US4932671088,,,,7.99,12.84,23.95,25.86,21.46,28.43,45.04,55.5,46.43,60.19,64.84,62.48,69.34,68.12,69.42,76.86,76.0,68.51,62.65,70.5,73.95,
KIMBERLY-CLARK,US4943681035,,,,41.67,51.71,49.89,65.26,52.34,62.97,66.14,70.63,76.13,84.11,66.73,69.3,61.89,63.79,68.08,69.62,69.85,73.73,77.44,77.55,75.4,
KIMCO REALTY,US49446R1095,,,,31.03,29.48,29.73,30.46,35.24,35.33,22.13,22.21,33.31,44.35,34.47,46.79,64.16,70.06,68.62,74.2,80.41,81.9,83.52,86.57,85.18,82.54
KINDER MORGAN,US49456B1017,,,,,,,,,,,,,30.48,34.57,18.72,25.88,34.46,40.57,54.72,68.8,85.78,87.61,84.25,84.76,
KIRBY,US4972661064,,,,,,,,,,30.44,28.73,31.42,34.43,28.56,34.19,21.37,20.27,26.06,27.16,27.41,49.22,51.35,52.35,52.74,
KOHL'S,US5002551043,,,,38.01,36.72,42.92,40.82,45.35,56.78,59.89,71.7,69.0,75.31,73.58,70.06,74.72,77.26,74.96,76.46,73.75,63.48,73.13,76.09,78.18,82.17
KROGER,US5010441013,,,,25.18,23.09,24.79,56.91,48.84,44.16,53.94,68.42,58.91,56.68,66.31,70.84,65.53,69.33,69.59,67.63,83.59,79.55,82.84,85.77,80.5,79.58
LKQ,US5018892084,,,,,,,,,,,20.11,20.13,18.55,17.36,20.51,21.32,19.6,19.65,14.7,20.88,24.33,27.23,40.08,42.98,49.18
LAMAR ADVERTISING 'A',US5128161099,,,,,,,28.37,29.01,14.37,14.05,11.74,21.18,17.4,16.3,14.34,18.19,23.25,29.69,31.04,29.07,31.8,31.44,31.05,32.4,
LANDSTAR SYSTEM,US5150981018,,,,,,,,,,19.64,22.1,29.99,28.62,29.46,24.99,27.1,31.09,36.46,34.96,36.08,35.06,36.91,34.92,40.5,
LAS VEGAS SANDS,US5178341070,,,,,,13.28,14.67,12.59,16.59,13.34,11.74,23.69,36.03,43.79,54.1,46.36,49.08,53.01,51.62,59.93,62.54,56.34,68.53,70.31,
ESTEE LAUDER COS.'A',US5184391044,,,,8.48,9.45,5.5,10.84,11.11,42.63,40.13,48.33,37.18,32.85,41.08,48.42,55.02,56.45,61.26,62.53,61.31,63.05,67.73,69.32,71.2,69.9
LEAR,US5218652049,,,,,,20.97,26.47,14.36,10.62,16.17,20.33,22.96,21.14,33.74,34.92,33.05,37.33,57.66,63.33,70.62,73.12,74.53,74.65,71.87,71.79
LEGGETT&PLATT,US5246601075,,,,25.54,29.51,22.59,19.39,18.35,15.81,28.44,28.88,26.56,35.73,30.29,28.08,33.46,37.91,41.99,47.54,48.47,52.35,62.03,68.16,67.6,66.66
LENNAR A A,US5260571048,,,,18.56,13.27,19.15,15.14,15.61,13.54,22.52,22.97,21.45,22.15,16.46,14.78,19.54,21.04,26.72,32.71,24.85,22.5,22.44,26.15,37.92,
LENNOX INTL.,US5261071071,,,,,,,,,,25.51,22.47,42.14,49.2,30.88,30.79,26.23,41.87,38.8,40.37,41.85,50.0,60.55,58.78,50.5,
ELI LILLY,US5324571083,,,,30.91,27.79,38.63,57.68,45.54,47.98,61.02,73.76,72.49,68.26,75.26,69.39,64.94,66.89,71.53,70.5,73.55,69.61,68.54,65.08,65.94,
LINCOLN ELECTRIC HDG.,US5339001068,,,,,,,,,,33.42,32.25,38.72,45.38,35.49,46.09,40.84,46.12,49.49,60.51,56.49,55.96,55.23,52.85,59.08,54.84
LINCOLN NATIONAL,US5341871094,,,,32.88,26.04,24.03,28.58,27.72,31.83,46.63,46.06,49.94,48.35,44.24,48.28,40.07,48.79,53.29,55.1,57.51,57.74,60.89,64.87,60.94,60.18
LINDSAY,US5355551061,,,,,,,,,,,,,,,,,,29.55,30.22,31.8,35.76,46.87,43.37,53.72,48.13
LITTELFUSE,US5370081045,,,,,,,,,,,,,,,,,55.22,57.05,53.05,45.3,46.87,63.77,65.83,71.32,
LOCKHEED MARTIN,US5398301094,,,,28.84,28.74,23.45,44.18,38.5,44.31,59.59,63.65,59.84,63.52,53.47,49.83,74.97,74.2,82.74,84.95,79.7,85.67,78.75,70.53,70.01,
LOEWS,US5404241086,,,,6.45,30.57,31.61,31.67,40.2,40.55,38.11,23.19,28.35,27.28,25.17,24.3,24.53,30.8,31.73,28.25,44.43,46.14,40.37,38.42,39.74,38.61
LOWE'S COMPANIES,US5486611073,,,,34.43,17.61,27.98,29.74,29.07,45.24,42.77,47.27,52.08,51.05,68.86,61.74,75.23,79.49,78.52,81.55,79.42,67.55,77.67,81.2,79.65,76.1
LUMEN TECHNOLOGIES,US5502411037,,,,14.89,21.52,21.63,14.9,18.44,15.78,16.35,17.47,18.31,51.54,47.12,42.42,54.29,60.37,61.11,62.22,57.87,57.91,55.32,56.68,54.18,
M&T BANK,US55261F1049,,,,13.49,28.03,30.96,36.13,30.89,29.2,30.55,31.79,31.0,33.77,34.86,29.61,36.6,42.96,45.12,42.23,45.74,54.65,67.66,72.33,84.04,82.41
MDC HOLDINGS DEAD - DELIST.19/04/24,US5526761086,,,,,,,,,,22.35,29.95,42.74,28.71,29.22,28.29,36.69,29.44,32.88,32.66,34.71,38.47,37.11,39.91,44.76,
MDU RESOURCES GROUP,US5526901096,,,,,,,,,53.13,50.03,42.42,39.13,35.97,35.49,31.16,35.4,34.68,40.14,39.27,43.05,43.83,37.81,42.44,46.33,42.46
MGM RESORTS INTL.,US5529531015,,,,13.13,8.62,15.78,26.43,28.46,27.27,34.27,34.47,36.68,55.25,57.48,53.67,57.92,58.01,61.74,63.31,62.67,65.0,63.74,71.76,72.23,
MSC INDL.DIRECT 'A',US5535301064,,,,,,,,,,,22.22,21.82,36.34,37.4,37.01,43.55,42.97,44.15,45.92,41.47,63.18,65.38,66.62,67.54,
MACERICH,US5543821012,,,,,,26.92,21.75,28.25,29.59,46.08,45.38,52.99,56.42,49.08,53.73,45.47,69.8,72.78,80.12,79.88,82.67,79.63,78.16,77.29,75.17
VERIS RESIDENTIAL,US5544891048,,,,,,,,,,15.27,16.1,20.16,14.5,28.59,29.17,23.56,31.24,47.35,49.83,46.12,45.17,45.38,62.48,86.1,84.93
MACY'S,US55616P1049,,,,26.77,30.5,30.98,39.35,41.65,43.02,54.47,53.3,55.7,52.66,54.31,55.18,57.6,62.77,61.4,63.13,62.79,67.83,60.99,66.47,66.08,63.92
MANITOWOC,US5635714059,,,,,,,20.5,34.74,21.6,20.32,45.61,34.34,24.12,24.49,13.71,14.18,11.51,9.89,16.3,16.12,25.02,23.93,29.97,36.28,48.25
MANPOWERGROUP,US56418H1005,,,,33.06,30.98,29.67,48.56,53.18,51.57,59.15,62.8,75.84,69.16,73.07,75.48,78.87,77.39,76.4,73.03,78.69,77.1,74.35,74.63,73.83,76.87
MARATHON OIL DEAD - DELIST.22/11/24,US5658491064,,,,76.04,66.83,64.29,60.45,39.56,76.05,83.28,77.39,77.37,74.28,71.25,65.55,67.26,67.3,67.01,66.84,62.44,64.78,71.8,68.89,67.59,
MARKEL GROUP,US5705351048,,,,,,,,,,26.93,26.46,28.08,29.25,33.45,28.16,33.33,37.75,38.35,37.69,40.5,35.73,36.14,41.34,38.94,34.51
MARSH & MCLENNAN,US5717481023,,,,29.05,25.8,36.1,5.64,34.21,33.24,23.38,45.75,55.33,49.94,49.07,47.88,38.39,42.62,39.51,41.44,49.62,51.03,55.84,52.86,63.02,64.87
